page_number,section_id,indicator,region_name,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023
40,5.1,Number of hotels and similar establishments (units),Qubadli,8.2,7.5,2.4,6.2,8.9,9.8
40,5.1,Number of hotels and similar establishments (units),Qusar,1.8,1.0,0.6,0.8,1.1,1.5
40,5.1,Number of hotels and similar establishments (units),Saatly,1.1,1.0,0.3,0.8,1.1,1.6
40,5.1,Number of hotels and similar establishments (units),Sabirabad,1.2,1.0,0.4,1.0,1.5,1.5
40,5.1,Number of hotels and similar establishments (units),Salyan,1.0,1.0,0.4,1.0,1.1,1.3
40,5.1,Number of hotels and similar establishments (units),Samukh,1.6,1.0,0.4,0.8,1.1,1.7
40,5.1,Number of hotels and similar establishments (units),Sedarak,1.4,1.4,0.5,0.8,1.4,1.2
40,5.1,Number of hotels and similar establishments (units),Shabran,1.2,1.0,0.3,1.0,1.1,2.3
40,5.1,Number of hotels and similar establishments (units),Shahbuz,1.0,1.0,0.5,1.1,1.4,1.5
40,5.1,Number of hotels and similar establishments (units),Shaki,1.0,1.0,0.3,0.8,1.6,1.2
40,5.1,Number of hotels and similar establishments (units),Shamakhi,1.0,1.0,0.4,0.8,1.1,1.3
40,5.1,Number of hotels and similar establishments (units),Shamkir,1.1,1.0,0.3,0.9,1.1,1.2
40,5.1,Number of hotels and similar establishments (units),Sharur,1.0,1.0,0.4,1.4,1.5,1.2
40,5.1,Number of hotels and similar establishments (units),Shirvan,1.0,1.0,0.3,0.8,1.3,1.2
40,5.1,Number of hotels and similar establishments (units),Shusha,126.2,138.4,35.6,99.8,141.1,132.5
40,5.1,Number of hotels and similar establishments (units),Siazan,1.1,1.0,0.3,0.8,1.1,1.4
40,5.1,Number of hotels and similar establishments (units),Sumqayit,1.7,1.5,0.6,0.8,1.5,1.3
40,5.1,Number of hotels and similar establishments (units),Tartar,60.9,46.0,13.7,37.6,43.3,54.5
40,5.1,Number of hotels and similar establishments (units),Tovuz,1.0,1.1,0.4,1.5,1.6,1.2
40,5.1,Number of hotels and similar establishments (units),Ujar,1.0,1.2,0.3,1.5,1.8,1.2
40,5.1,Number of hotels and similar establishments (units),Yardimli,1.0,1.7,0.3,1.3,1.1,1.2
40,5.1,Number of hotels and similar establishments (units),Yevlakh,1.0,1.0,0.3,1.0,1.1,1.2
40,5.1,Number of hotels and similar establishments (units),Zangilan,1.1,1.3,0.4,0.8,1.1,1.8
40,5.1,Number of hotels and similar establishments (units),Zaqatala,1.2,1.0,0.5,0.9,1.8,1.2
40,5.1,Number of hotels and similar establishments (units),Zardab,2.0,1.9,0.3,1.2,1.4,2.0
43,5.2,Number of rooms in hotels and similar establishments (units),Absheron,17.7,17.1,16.1,18.8,20.7,19.1
43,5.2,Number of rooms in hotels and similar establishments (units),Agdam,645.6,522.0,558.8,618.8,532.7,582.9
43,5.2,Number of rooms in hotels and similar establishments (units),Agdash,26.7,19.5,26.5,22.6,20.5,22.3
43,5.2,Number of rooms in hotels and similar establishments (units),Aghjabadi,196.7,183.8,207.8,176.8,163.8,168.0
43,5.2,Number of rooms in hotels and similar establishments (units),Agstafa,8.8,8.7,10.8,8.9,9.5,11.8
43,5.2,Number of rooms in hotels and similar establishments (units),Agsu,17.1,14.0,14.1,13.1,13.9,14.6
43,5.2,Number of rooms in hotels and similar establishments (units),Astara,9.2,9.3,10.8,9.7,10.4,11.0
43,5.2,Number of rooms in hotels and similar establishments (units),Babek,16.1,22.1,20.7,16.4,22.7,23.1
43,5.2,Number of rooms in hotels and similar establishments (units),Baku,8.2,10.1,9.9,7.9,8.0,8.6
43,5.2,Number of rooms in hotels and similar establishments (units),Balakan,17.0,15.4,16.0,17.8,13.2,14.6
43,5.2,Number of rooms in hotels and similar establishments (units),Barda,303.0,262.9,265.0,220.5,256.1,265.1
43,5.2,Number of rooms in hotels and similar establishments (units),Beylagan,286.1,299.7,254.7,292.7,278.8,293.4
43,5.2,Number of rooms in hotels and similar establishments (units),Bilasuvar,11.6,10.4,10.8,11.2,10.0,8.4
43,5.2,Number of rooms in hotels and similar establishments (units),Dashkasan,17.7,18.8,16.7,14.6,15.6,16.2
43,5.2,Number of rooms in hotels and similar establishments (units),Fuzuli,1971.3,1806.7,2290.1,1998.1,1715.5,1611.7
43,5.2,Number of rooms in hotels and similar establishments (units),Gadabay,9.5,9.2,9.3,9.7,9.2,12.3
43,5.2,Number of rooms in hotels and similar establishments (units),Ganja,9.5,9.0,11.2,7.9,9.0,11.1
43,5.2,Number of rooms in hotels and similar establishments (units),Goranboy,25.6,20.5,19.7,24.2,26.6,23.2
43,5.2,Number of rooms in hotels and similar establishments (units),Goychay,16.2,19.6,15.5,16.5,17.2,17.8
43,5.2,Number of rooms in hotels and similar establishments (units),Goygol,10.3,12.7,11.1,12.5,10.4,12.0
43,5.2,Number of rooms in hotels and similar establishments (units),Hajigabul,14.0,15.9,14.6,14.1,20.4,15.8
43,5.2,Number of rooms in hotels and similar establishments (units),Imishli,19.6,23.3,24.0,22.6,21.5,21.0
43,5.2,Number of rooms in hotels and similar establishments (units),Ismayilli,16.3,15.8,16.5,11.8,15.2,16.4
43,5.2,Number of rooms in hotels and similar establishments (units),Jabrayil,577.0,765.4,718.9,793.6,597.5,780.6
43,5.2,Number of rooms in hotels and similar establishments (units),Jalilabad,9.9,9.9,12.9,12.2,11.5,10.8
43,5.2,Number of rooms in hotels and similar establishments (units),Julfa,21.9,25.8,22.4,21.8,22.6,21.1
43,5.2,Number of rooms in hotels and similar establishments (units),Kalbajar,20.7,18.5,24.0,19.7,21.1,24.1
43,5.2,Number of rooms in hotels and similar establishments (units),Kangarli,15.8,21.9,19.6,17.4,15.9,20.8
43,5.2,Number of rooms in hotels and similar establishments (units),Khachmaz,18.8,21.5,20.7,16.0,17.1,16.7
43,5.2,Number of rooms in hotels and similar establishments (units),Khizi,16.8,21.2,22.8,23.8,19.3,23.3
43,5.2,Number of rooms in hotels and similar establishments (units),Khojaly,810.0,605.4,682.2,796.0,611.8,634.4
43,5.2,Number of rooms in hotels and similar establishments (units),Kurdamir,22.1,21.4,21.9,20.6,18.3,19.0
43,5.2,Number of rooms in hotels and similar establishments (units),Lachin,296.7,263.5,244.9,251.1,300.6,219.6
43,5.2,Number of rooms in hotels and similar establishments (units),Lankaran,18.0,18.8,14.5,20.6,21.1,18.4
43,5.2,Number of rooms in hotels and similar establishments (units),Lerik,23.2,21.5,17.1,20.4,20.7,19.2
43,5.2,Number of rooms in hotels and similar establishments (units),Masally,24.1,24.0,20.1,17.3,24.5,23.3
43,5.2,Number of rooms in hotels and similar establishments (units),Mingachevir,11.8,11.6,10.2,10.5,9.7,8.3
43,5.2,Number of rooms in hotels and similar establishments (units),Naftalan,230.4,164.8,191.8,197.1,208.5,240.0
43,5.2,Number of rooms in hotels and similar establishments (units),Nakhchivan,13.0,15.2,13.6,12.4,13.6,11.9
43,5.2,Number of rooms in hotels and similar establishments (units),Neftchala,11.0,10.6,12.8,10.4,11.4,11.6
43,5.2,Number of rooms in hotels and similar establishments (units),Oghuz,8.8,7.2,9.7,7.1,7.9,6.9
43,5.2,Number of rooms in hotels and similar establishments (units),Ordubad,25.0,25.9,20.6,27.4,22.1,28.9
43,5.2,Number of rooms in hotels and similar establishments (units),Qabala,10.1,9.4,11.4,11.8,9.5,12.8
43,5.2,Number of rooms in hotels and similar establishments (units),Qakh,15.9,15.3,15.1,16.1,13.5,13.7
43,5.2,Number of rooms in hotels and similar establishments (units),Qazakh,26.7,21.5,20.6,24.0,21.8,18.4
43,5.2,Number of rooms in hotels and similar establishments (units),Quba,11.6,11.3,8.6,9.5,9.5,11.4
43,5.2,Number of rooms in hotels and similar establishments (units),Qubadli,56.1,74.7,58.1,70.8,59.7,56.0
43,5.2,Number of rooms in hotels and similar establishments (units),Qusar,13.2,13.9,13.7,11.6,12.9,10.7
43,5.2,Number of rooms in hotels and similar establishments (units),Saatly,15.0,10.5,10.8,11.5,10.5,11.3
43,5.2,Number of rooms in hotels and similar establishments (units),Sabirabad,17.3,20.7,20.2,16.8,16.2,17.0
43,5.2,Number of rooms in hotels and similar establishments (units),Salyan,16.4,18.9,17.4,18.4,17.6,16.6
43,5.2,Number of rooms in hotels and similar establishments (units),Samukh,26.7,20.7,27.7,24.0,27.9,27.0
43,5.2,Number of rooms in hotels and similar establishments (units),Sedarak,12.3,13.8,15.5,16.0,13.8,13.0
43,5.2,Number of rooms in hotels and similar establishments (units),Shabran,26.5,22.4,19.3,20.2,17.9,25.9
43,5.2,Number of rooms in hotels and similar establishments (units),Shahbuz,10.3,9.1,10.2,10.6,11.3,8.8
43,5.2,Number of rooms in hotels and similar establishments (units),Shaki,7.0,9.5,9.4,8.5,8.5,8.7
43,5.2,Number of rooms in hotels and similar establishments (units),Shamakhi,12.8,10.6,10.5,11.1,9.0,9.5
43,5.2,Number of rooms in hotels and similar establishments (units),Shamkir,17.1,21.4,18.5,19.6,18.8,19.4
43,5.2,Number of rooms in hotels and similar establishments (units),Sharur,18.6,20.8,20.0,21.5,23.8,22.1
43,5.2,Number of rooms in hotels and similar establishments (units),Shirvan,9.5,10.5,12.1,9.6,11.6,12.1
43,5.2,Number of rooms in hotels and similar establishments (units),Shusha,1819.8,1383.5,1362.8,1791.7,1638.9,1765.6
43,5.2,Number of rooms in hotels and similar establishments (units),Siazan,13.8,17.4,17.2,16.6,14.0,15.9
43,5.2,Number of rooms in hotels and similar establishments (units),Sumqayit,11.8,16.5,12.1,16.7,13.8,12.4
43,5.2,Number of rooms in hotels and similar establishments (units),Tartar,989.0,940.6,966.1,915.3,926.8,980.8
43,5.2,Number of rooms in hotels and similar establishments (units),Tovuz,12.2,10.9,14.6,14.4,10.0,13.3
43,5.2,Number of rooms in hotels and similar establishments (units),Ujar,20.7,24.4,27.7,19.3,25.6,21.8
43,5.2,Number of rooms in hotels and similar establishments (units),Yardimli,28.2,27.9,23.5,27.1,27.0,22.0
43,5.2,Number of rooms in hotels and similar establishments (units),Yevlakh,18.0,22.9,19.7,18.7,18.4,23.8
43,5.2,Number of rooms in hotels and similar establishments (units),Zangilan,15.0,11.4,12.8,14.0,15.4,12.8
43,5.2,Number of rooms in hotels and similar establishments (units),Zaqatala,21.5,19.5,16.6,15.1,21.4,15.1
43,5.2,Number of rooms in hotels and similar establishments (units),Zardab,23.1,26.9,25.6,27.4,21.5,25.3
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Absheron,28.3,30.0,32.8,34.1,31.6,27.6
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Agdam,1136.1,929.1,875.9,977.2,949.2,953.0
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Agdash,21.2,21.0,31.1,25.3,24.8,27.9
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Aghjabadi,243.3,229.8,172.3,199.4,237.5,242.9
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Agstafa,30.8,25.6,35.3,26.3,34.7,31.3
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Agsu,31.8,28.2,27.5,28.1,27.7,35.2
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Astara,22.8,33.0,32.0,32.5,33.2,24.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Babek,31.4,30.7,24.5,32.0,25.3,25.3
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Baku,31.7,31.5,25.6,35.2,27.7,26.0
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Balakan,42.4,41.0,40.3,38.1,36.6,29.9
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Barda,353.2,336.4,405.4,371.5,309.8,330.5
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Beylagan,707.1,971.1,849.8,844.9,882.9,962.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Bilasuvar,29.7,28.4,25.1,31.9,31.0,29.5
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Dashkasan,40.4,38.2,40.0,38.0,37.8,36.9
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Fuzuli,2946.8,3932.8,3920.5,2770.2,3857.7,2906.2
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Gadabay,30.2,23.8,31.0,31.2,27.6,22.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Ganja,28.1,32.0,28.2,24.2,28.2,27.2
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Goranboy,28.8,37.8,34.8,40.5,32.0,36.0
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Goychay,30.7,42.9,39.2,30.2,33.6,39.5
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Goygol,24.3,22.1,24.6,19.2,27.0,28.0
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Hajigabul,40.7,31.6,40.9,30.0,30.0,34.4
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Imishli,33.1,32.0,29.2,27.1,35.8,28.9
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Ismayilli,25.3,32.7,31.5,26.0,24.4,31.4
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Jabrayil,1851.4,2403.2,1751.8,1980.9,2397.3,1970.6
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Jalilabad,30.8,29.2,38.3,30.9,37.1,28.6
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Julfa,20.9,27.3,24.3,29.4,25.4,30.5
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Kalbajar,29.0,28.1,28.0,28.8,27.9,26.6
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Kangarli,19.9,28.6,25.6,27.4,24.3,20.7
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Khachmaz,26.2,23.7,21.5,24.3,20.1,25.2
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Khizi,29.7,24.5,26.1,21.4,22.0,25.4
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Khojaly,2223.9,1960.1,2305.1,2446.4,2377.7,1744.6
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Kurdamir,25.0,26.6,35.5,25.5,29.7,31.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Lachin,778.0,610.9,707.1,765.2,634.6,714.4
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Lankaran,19.1,22.0,19.6,23.6,24.7,25.8
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Lerik,22.1,21.5,26.9,27.6,20.7,30.0
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Masally,23.7,25.2,26.7,25.3,26.1,21.8
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Mingachevir,28.9,40.2,35.4,39.1,34.1,36.7
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Naftalan,498.2,379.6,375.8,409.8,393.8,523.7
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Nakhchivan,30.7,24.1,22.5,28.8,27.4,25.8
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Neftchala,33.5,27.5,37.0,36.7,32.7,27.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Oghuz,27.1,26.6,29.5,32.2,37.5,35.7
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Ordubad,32.6,31.6,31.9,40.2,27.5,38.6
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Qabala,30.4,34.0,31.0,35.8,36.2,30.2
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Qakh,27.6,31.0,23.6,28.0,28.1,29.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Qazakh,26.6,28.5,21.3,21.9,29.1,21.4
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Quba,35.2,31.7,40.6,34.5,35.5,33.3
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Qubadli,217.4,240.2,298.3,226.9,266.9,233.6
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Qusar,29.1,40.5,33.5,30.5,28.3,29.6
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Saatly,28.3,34.3,29.5,27.3,31.7,32.8
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Sabirabad,21.7,20.4,27.4,26.6,24.8,28.4
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Salyan,35.8,39.7,30.5,29.2,31.4,28.5
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Samukh,35.8,24.9,25.9,29.9,35.8,28.2
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Sedarak,24.6,25.9,36.0,35.7,24.1,35.5
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Shabran,36.8,31.5,32.3,31.9,34.2,27.5
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Shahbuz,21.2,24.8,20.2,24.5,27.3,19.2
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Shaki,31.9,37.4,28.4,35.1,37.0,38.4
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Shamakhi,32.7,34.3,37.6,33.7,26.6,38.4
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Shamkir,35.2,29.1,34.9,31.4,34.8,27.7
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Sharur,38.8,26.5,38.5,31.2,37.2,36.0
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Shirvan,34.0,35.7,29.8,28.9,33.1,34.8
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Shusha,4557.2,3967.2,4589.8,3453.5,4144.6,3267.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Siazan,25.9,26.2,29.5,26.1,26.8,24.5
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Sumqayit,25.0,23.3,29.3,30.0,29.4,27.7
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Tartar,1614.7,1420.6,1398.1,1142.3,1320.3,1342.3
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Tovuz,29.4,28.9,29.7,31.5,32.0,31.0
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Ujar,29.7,32.4,29.6,39.0,42.7,33.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Yardimli,30.0,42.7,34.2,30.6,36.2,32.9
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Yevlakh,24.7,30.0,27.2,24.8,28.0,29.1
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Zangilan,25.7,22.6,23.2,28.5,23.2,26.9
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Zaqatala,27.9,34.0,29.9,39.3,32.9,37.2
46,5.3,Once capacity (beds) of hotels and similar establishments (units),Zardab,25.1,32.4,36.3,32.0,34.7,35.5
49,5.4,Accommodated persons in hotels (persons),Absheron,118.4,104.6,92.5,134.2,451.6,400.5
49,5.4,Accommodated persons in hotels (persons),Agdam,11662.4,3657.6,2405.6,4539.9,7220.6,4888.2
49,5.4,Accommodated persons in hotels (persons),Agdash,339.3,188.7,43.9,140.9,271.6,291.1
49,5.4,Accommodated persons in hotels (persons),Aghjabadi,2021.9,2374.2,171.2,684.1,2177.1,2076.3
49,5.4,Accommodated persons in hotels (persons),Agstafa,108.7,178.4,27.4,202.1,82.6,339.6
49,5.4,Accommodated persons in hotels (persons),Agsu,163.1,209.3,123.8,287.2,217.3,391.7
49,5.4,Accommodated persons in hotels (persons),Astara,132.2,279.6,31.6,139.7,325.2,156.3
49,5.4,Accommodated persons in hotels (persons),Babek,299.4,431.8,55.7,329.8,298.9,347.2
49,5.4,Accommodated persons in hotels (persons),Baku,64.7,137.9,40.0,136.4,94.1,438.7
49,5.4,Accommodated persons in hotels (persons),Balakan,286.2,266.6,110.6,341.5,165.1,511.4
49,5.4,Accommodated persons in hotels (persons),Barda,3852.7,2617.4,331.3,2371.3,1234.3,5336.0
49,5.4,Accommodated persons in hotels (persons),Beylagan,9107.5,4516.0,1882.5,4895.8,2275.4,5275.9
49,5.4,Accommodated persons in hotels (persons),Bilasuvar,373.0,185.0,126.2,133.7,187.7,284.7
49,5.4,Accommodated persons in hotels (persons),Dashkasan,75.8,79.8,125.1,142.3,60.8,353.9
49,5.4,Accommodated persons in hotels (persons),Fuzuli,18741.7,9218.0,7826.0,6232.9,25775.4,44271.2
49,5.4,Accommodated persons in hotels (persons),Gadabay,114.6,410.8,72.3,66.8,186.7,221.7
49,5.4,Accommodated persons in hotels (persons),Ganja,40.1,119.1,121.9,92.6,333.1,143.1
49,5.4,Accommodated persons in hotels (persons),Goranboy,69.8,216.4,71.6,272.5,85.8,237.9
49,5.4,Accommodated persons in hotels (persons),Goychay,234.6,312.6,92.7,370.4,258.8,229.0
49,5.4,Accommodated persons in hotels (persons),Goygol,156.5,276.0,66.5,332.0,302.3,337.5
49,5.4,Accommodated persons in hotels (persons),Hajigabul,82.3,91.0,82.3,52.8,75.0,72.7
49,5.4,Accommodated persons in hotels (persons),Imishli,241.8,81.8,24.9,86.5,271.3,424.1
49,5.4,Accommodated persons in hotels (persons),Ismayilli,291.8,187.0,26.6,94.8,344.1,323.4
49,5.4,Accommodated persons in hotels (persons),Jabrayil,19233.7,14828.0,6030.0,13119.3,21378.5,19443.2
49,5.4,Accommodated persons in hotels (persons),Jalilabad,251.1,287.7,99.4,127.8,123.9,165.5
49,5.4,Accommodated persons in hotels (persons),Julfa,433.3,151.2,76.0,173.5,489.4,442.7
49,5.4,Accommodated persons in hotels (persons),Kalbajar,65.3,129.7,32.8,249.4,390.0,144.2
49,5.4,Accommodated persons in hotels (persons),Kangarli,122.7,242.0,61.6,241.3,340.8,471.3
49,5.4,Accommodated persons in hotels (persons),Khachmaz,90.6,154.9,90.4,113.7,277.4,247.9
49,5.4,Accommodated persons in hotels (persons),Khizi,283.5,49.2,82.4,118.6,550.1,189.4
49,5.4,Accommodated persons in hotels (persons),Khojaly,16654.4,15299.4,8337.9,13549.4,17427.9,12166.7
49,5.4,Accommodated persons in hotels (persons),Kurdamir,265.2,231.9,91.2,68.8,239.9,338.8
49,5.4,Accommodated persons in hotels (persons),Lachin,6054.7,1788.7,469.0,2422.6,7368.4,7562.2
49,5.4,Accommodated persons in hotels (persons),Lankaran,87.9,121.2,84.2,288.2,338.8,409.6
49,5.4,Accommodated persons in hotels (persons),Lerik,309.8,131.9,53.6,245.3,108.9,205.5
49,5.4,Accommodated persons in hotels (persons),Masally,125.4,448.1,41.2,158.6,305.0,296.6
49,5.4,Accommodated persons in hotels (persons),Mingachevir,324.9,174.8,70.0,267.3,445.5,90.0
49,5.4,Accommodated persons in hotels (persons),Naftalan,905.9,2578.8,618.0,1909.1,4478.7,2351.5
49,5.4,Accommodated persons in hotels (persons),Nakhchivan,56.1,89.2,78.6,86.7,332.3,231.0
49,5.4,Accommodated persons in hotels (persons),Neftchala,322.7,74.6,48.3,117.3,329.1,580.6
49,5.4,Accommodated persons in hotels (persons),Oghuz,318.3,178.7,27.4,63.3,172.4,179.7
49,5.4,Accommodated persons in hotels (persons),Ordubad,58.9,377.4,87.2,69.3,226.2,239.2
49,5.4,Accommodated persons in hotels (persons),Qabala,203.1,282.3,17.7,157.0,291.9,217.7
